nome_completo,data_nascimento,idade,rg,cpf,uf_atendimento,data_atendimento,modo_chegada,historico_comorbidades,pressao_sistolica,pressao_diastolica,frequencia_cardiaca,frequencia_respiratoria,temperatura_celsius,spo2_porcento,taxa_hesitacao_porcento,instabilidade_emocional_vocal_porcento,diagnostico_realizado,houve_internacao,urgencia_critica
Thiago da Rosa,2001-01-04,25,784310269,562.974.308-29,ES,2025-12-06 15:54:14,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,109,60,104,21,36.1,95,48.44,93.98,Mialgia (Dor Muscular),0,0
Sr. Otávio Ribeiro,1978-09-22,48,670453286,370.482.651-08,MS,2025-11-10 03:31:23,Acompanhada por familiares apresentando dispneia leve.,Asma,88,68,89,17,38.0,86,64.57,86.03,Insuficiência Respiratória,1,1
Josué da Rosa,1996-02-15,30,87243056X,583.097.612-95,AL,2025-12-03 22:06:41,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,126,87,71,16,35.1,100,5.44,94.6,Refluxo Gastroesofágico,0,0
Valentim Viana,1943-03-14,83,830472514,013.897.456-00,CE,2025-12-25 13:42:55,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,170,80,104,21,36.5,97,89.45,12.06,Crise de Ansiedade,0,0
Vitor Macedo,1949-11-05,76,728136454,297.806.453-65,RJ,2026-06-09 15:52:22,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,83,94,47,27,36.3,97,32.72,2.8,Mialgia (Dor Muscular),0,0
Samuel Sales,1973-08-24,53,864531722,824.796.031-13,AM,2026-07-04 22:08:40,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,119,82,74,19,36.1,90,63.22,10.99,Infarto Agudo do Miocárdio,1,1
Dr. Vitor Gabriel Moraes,2006-10-23,19,825104762,765.481.309-01,DF,2026-02-22 23:47:18,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,132,74,40,15,35.9,91,91.61,91.43,Crise Hipertensiva Severa,1,1
Carlos Eduardo Ribeiro,1948-04-04,78,152364079,106.328.749-96,RS,2026-07-20 10:35:28,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,122,112,67,17,36.5,96,81.05,15.75,Cefaleia Tensional,0,0
Isaac Andrade,1975-08-06,51,387610546,519.728.640-76,RN,2026-07-23 06:14:56,Acompanhada por familiares apresentando dispneia leve.,Diabetes,117,78,101,30,36.3,98,63.77,57.26,Crise de Ansiedade,0,0
Diego da Rosa,1989-05-08,37,678540135,452.197.603-43,ES,2025-11-12 23:19:23,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,94,97,97,18,36.2,99,70.36,22.76,Refluxo Gastroesofágico,0,0
Davi Luiz Pereira,1971-08-06,55,824173508,618.509.273-59,RS,2026-08-20 17:09:01,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,124,73,86,15,35.5,97,92.09,2.06,Cefaleia Tensional,0,0
Helena Pastor,1989-02-09,37,370826413,942.156.703-06,RO,2026-04-04 04:47:10,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,104,90,89,12,35.2,92,81.21,8.46,Infarto Agudo do Miocárdio,1,1
Dr. Davi Lucas Siqueira,1980-01-02,46,235087464,249.351.867-55,AL,2025-12-01 12:38:26,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,76,93,40,10,36.3,86,60.99,70.98,Insuficiência Respiratória,1,1
Mariana Barbosa,1952-10-19,73,716804530,156.287.439-09,CE,2025-10-14 20:28:53,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,143,83,75,19,36.2,96,65.87,18.24,Mialgia (Dor Muscular),0,0
Jade da Luz,1966-10-30,59,815730469,035.869.741-75,SE,2026-02-12 06:17:29,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,139,44,67,21,36.3,94,14.73,22.91,Cefaleia Tensional,0,0
Elisa Guerra,1996-01-20,30,702364514,417.632.508-90,SP,2025-11-15 18:24:37,Acompanhada por familiares apresentando dispneia leve.,Diabetes,121,80,68,16,36.4,91,47.02,37.73,Crise Hipertensiva Severa,1,1
Antonella da Cunha,1999-08-02,27,057482639,741.905.683-84,DF,2026-01-03 00:08:43,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,124,98,99,17,36.1,100,30.1,65.72,Mialgia (Dor Muscular),0,0
Mariana Sales,1975-02-07,51,423850763,869.130.745-57,RJ,2026-07-04 07:57:39,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,141,87,63,12,36.3,90,43.2,46.94,Trauma Físico Severo,1,1
Vitor Gabriel Costela,1999-09-22,27,26745031X,987.046.123-96,CE,2026-03-19 08:38:38,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,124,86,69,18,35.8,99,66.22,94.46,Refluxo Gastroesofágico,0,0
João Felipe Porto,1997-08-22,29,067482156,671.384.502-90,RR,2025-11-24 21:25:12,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,138,54,40,20,37.7,91,14.92,43.42,Trauma Físico Severo,1,1
Dra. Evelyn Silva,1948-08-31,78,687530416,791.806.354-66,TO,2025-12-30 07:10:26,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,114,69,77,15,35.9,97,1.74,19.91,Crise de Ansiedade,0,0
Sr. Otto Cassiano,1985-06-25,41,726481038,138.974.056-01,RJ,2025-11-30 03:08:13,Encaminhamento via viatura policial (situação de vulnerabilidade).,Doença Cardiovascular,146,86,57,26,36.2,100,39.69,53.61,Crise de Ansiedade,0,0
Dr. Mateus Alves,1958-12-22,67,704826355,369.781.540-75,AP,2026-04-20 22:15:38,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,126,86,86,13,35.9,95,32.22,45.09,Crise de Ansiedade,0,0
Isadora Barbosa,1937-11-09,88,40283561X,086.971.523-21,MA,2026-08-21 22:17:43,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,123,98,61,19,35.9,100,42.04,78.71,Refluxo Gastroesofágico,0,0
Davi Nascimento,1952-06-09,74,728051461,241.359.867-73,RJ,2026-06-17 11:36:49,Acompanhada por familiares apresentando dispneia leve.,Asma,94,77,87,22,36.5,100,93.12,93.51,Refluxo Gastroesofágico,0,0
Yan Jesus,1990-07-02,36,150743683,962.745.108-85,PA,2025-11-20 19:15:08,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,125,86,81,17,36.4,97,70.71,83.63,Refluxo Gastroesofágico,0,0
Lucas Porto,2005-10-17,20,561724386,174.682.359-37,PB,2026-05-09 19:05:18,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,103,80,126,17,36.1,99,32.75,38.9,Mialgia (Dor Muscular),0,0
Luiz Miguel Farias,1937-05-27,89,64507231X,152.609.847-49,ES,2026-03-16 16:54:35,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,107,65,97,10,36.3,100,17.93,21.61,Cefaleia Tensional,0,0
Diogo Câmara,1993-01-29,33,831204758,540.637.912-70,DF,2026-07-13 21:59:44,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,103,46,40,24,35.9,99,61.85,91.45,Crise de Ansiedade,0,0
Anthony Brito,1978-09-12,48,261785035,389.576.210-59,AP,2025-11-19 06:46:51,Acompanhada por familiares apresentando dispneia leve.,Asma,98,86,53,17,36.8,98,65.76,38.59,Crise de Ansiedade,0,0
Hellena Garcia,1988-03-25,38,780425364,834.275.619-09,AL,2026-03-04 04:25:45,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,162,82,86,20,38.1,94,48.36,77.02,Cefaleia Tensional,0,0
Davi Cavalcanti,1967-01-09,59,621475804,725.813.649-55,MG,2026-01-27 07:57:47,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,146,70,61,21,35.8,90,21.28,98.95,Insuficiência Respiratória,1,1
Lorena Pastor,1985-06-04,41,487105266,560.824.179-76,AC,2026-04-05 15:21:52,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,158,55,40,14,36.8,91,2.86,57.74,Crise Hipertensiva Severa,1,1
Aylla Moura,2008-04-29,18,182563741,825.034.679-38,AC,2026-08-02 21:56:02,Meios próprios com queixa de crise de ansiedade e palpitação.,Doença Cardiovascular,95,89,118,17,36.5,100,26.57,47.99,Refluxo Gastroesofágico,0,0
Dr. Yuri da Mata,1968-11-03,57,156082470,683.051.427-44,TO,2026-03-08 04:17:54,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,121,76,103,24,37.0,98,45.72,69.99,Refluxo Gastroesofágico,0,0
Beatriz Aragão,1986-11-02,39,237801565,034.691.285-70,RJ,2026-01-05 16:12:59,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,94,88,98,12,37.1,96,78.79,19.39,Crise de Ansiedade,0,0
Liam Sá,1965-02-14,61,318275065,706.382.519-40,SE,2026-06-02 13:17:02,Acompanhada por familiares apresentando dispneia leve.,Asma,106,107,69,28,36.7,100,85.38,48.82,Mialgia (Dor Muscular),0,0
Emilly Ferreira,2004-03-21,22,241860532,586.103.947-00,TO,2026-01-25 10:37:09,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,101,47,95,14,36.5,94,41.29,31.23,Crise de Ansiedade,0,0
Dra. Yasmin Novaes,1952-12-14,73,576432106,813.594.072-60,MG,2026-05-28 17:44:48,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,144,69,67,12,36.2,99,79.61,16.42,Refluxo Gastroesofágico,0,0
Maria Luiza Mendes,1965-04-20,61,803152760,182.534.709-32,BA,2025-12-05 19:12:56,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,112,76,90,18,35.9,97,99.34,61.01,Refluxo Gastroesofágico,0,0
Carolina da Luz,1992-08-29,34,64852730X,827.195.360-59,AP,2026-03-12 11:03:15,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,141,101,61,29,36.4,98,71.66,57.57,Mialgia (Dor Muscular),0,0
Théo Silva,1946-06-05,80,428703562,085.412.679-11,MS,2026-03-14 20:00:41,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,132,55,122,10,35.5,95,72.86,76.12,Crise Hipertensiva Severa,1,1
Davi Lucas Casa Grande,1993-07-29,33,861253401,316.780.924-87,RJ,2025-12-06 16:55:53,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,166,109,45,17,36.0,93,90.95,87.3,Mialgia (Dor Muscular),0,0
Juliana Aragão,1962-05-19,64,370812542,358.972.064-65,RS,2026-04-02 21:01:22,Meios próprios com queixa de crise de ansiedade e palpitação.,Diabetes,90,82,115,20,37.4,93,33.81,22.04,Refluxo Gastroesofágico,0,0
Dra. Maria Eduarda Santos,1935-11-23,90,360472151,537.894.260-83,RS,2026-01-09 23:22:43,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,145,78,85,18,36.6,93,1.12,77.97,Crise de Ansiedade,0,0
Otto Santos,1975-03-13,51,261703584,824.605.973-47,GO,2025-10-12 03:29:00,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,142,77,72,19,37.2,96,98.7,36.74,Mialgia (Dor Muscular),0,0
Emilly Macedo,1941-11-20,84,018274535,710.952.364-07,SP,2026-06-30 02:44:58,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,100,73,89,14,37.7,90,49.05,62.88,Trauma Físico Severo,1,1
Dr. Theodoro da Paz,1997-02-05,29,036285171,910.532.684-24,PI,2026-02-28 06:51:23,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,140,95,103,15,36.4,92,78.57,85.02,Insuficiência Respiratória,1,1
Paulo Moreira,1948-11-25,77,567843014,432.196.508-05,AL,2026-02-02 18:52:24,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,126,63,119,17,36.7,97,81.25,25.62,Mialgia (Dor Muscular),0,0
Srta. Lorena Porto,1981-08-29,45,137456025,423.195.608-15,MT,2026-01-27 00:32:51,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,115,85,92,12,36.3,96,39.75,60.1,Cefaleia Tensional,0,0
Leandro Jesus,1959-08-31,67,534160724,480.392.571-23,PE,2026-06-06 20:48:56,Acompanhada por familiares apresentando dispneia leve.,Diabetes,103,74,62,17,35.8,97,54.13,48.03,Cefaleia Tensional,0,0
Sr. Bruno Barbosa,1947-05-09,79,367285010,372.051.946-52,PA,2026-04-09 23:50:56,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,105,68,86,16,35.7,96,53.99,79.06,Cefaleia Tensional,0,0
Srta. Ayla Cavalcante,2008-02-27,18,648250313,528.174.309-05,SE,2025-12-21 15:36:36,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,160,118,130,15,37.2,100,22.02,69.72,Cefaleia Tensional,0,0
Ana Laura Barros,1985-04-12,41,621805373,567.034.812-53,RR,2026-08-08 22:29:08,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,120,86,118,19,36.7,97,11.76,76.96,Crise de Ansiedade,0,0
Sra. Sabrina Albuquerque,1983-11-17,42,486173021,541.760.893-93,RO,2026-06-22 11:05:25,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,135,89,107,10,38.0,95,54.36,28.79,Refluxo Gastroesofágico,0,0
Sophia Siqueira,1936-10-23,89,803746519,130.765.284-08,RJ,2026-03-18 03:31:35,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,104,97,104,16,37.3,97,12.01,70.44,Cefaleia Tensional,0,0
Rhavi Monteiro,1960-03-09,66,342058678,148.692.537-55,AM,2025-11-11 05:06:44,Acompanhada por familiares apresentando dispneia leve.,Diabetes,104,58,102,29,35.9,100,34.61,60.58,Crise de Ansiedade,0,0
Yasmin Sampaio,2007-12-02,18,824103658,156.092.483-70,RS,2026-08-07 11:18:18,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,141,106,113,12,37.2,96,18.61,45.67,Refluxo Gastroesofágico,0,0
Nathan Albuquerque,2004-02-19,22,045132768,307.149.265-07,RN,2026-04-11 05:39:37,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,93,42,73,24,36.3,99,70.69,37.83,Crise de Ansiedade,0,0
Esther Souza,1985-11-11,40,108367423,618.907.235-68,MT,2026-06-15 08:05:20,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,111,68,51,18,37.5,98,87.2,33.16,Refluxo Gastroesofágico,0,0
Otávio Sampaio,1965-04-16,61,561203878,401.736.258-35,MG,2026-09-18 20:48:12,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,120,73,86,14,36.1,95,57.79,0.97,Mialgia (Dor Muscular),0,0
Manuella da Cruz,1946-09-14,80,128760540,975.014.362-07,ES,2026-02-18 10:19:34,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,122,88,64,11,35.7,97,41.02,16.96,Crise de Ansiedade,0,0
Dra. Vitória Rodrigues,1941-01-17,85,01863574X,817.265.490-11,RJ,2026-06-03 12:01:53,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,116,83,58,18,35.9,100,99.66,5.9,Refluxo Gastroesofágico,0,0
Ana Cecília Pereira,1983-04-11,43,360187250,759.368.102-59,SP,2026-06-09 12:02:52,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,127,77,66,25,35.9,97,2.12,84.84,Mialgia (Dor Muscular),0,0
Eloá Rocha,2004-02-19,22,842613055,867.193.542-64,SE,2026-08-21 14:25:46,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,133,79,147,16,35.8,93,30.43,86.01,Mialgia (Dor Muscular),0,0
Heloisa Cavalcanti,1941-01-14,85,328564102,683.710.452-71,TO,2026-03-16 15:12:00,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,134,65,88,17,36.0,95,27.87,84.62,Crise de Ansiedade,0,0
Luiz Otávio Carvalho,1977-05-20,49,836045270,165.240.879-76,DF,2026-01-24 11:24:42,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,100,57,94,23,37.2,88,35.62,81.79,Infarto Agudo do Miocárdio,1,1
Maria Aragão,1959-08-18,67,438210566,827.169.034-50,SE,2026-07-16 08:12:06,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,114,90,54,19,37.9,97,23.06,22.13,Mialgia (Dor Muscular),0,0
Sabrina Garcia,1964-10-11,61,756342089,421.370.596-06,RS,2025-10-17 17:57:24,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,143,90,40,10,35.4,100,26.43,49.18,Cefaleia Tensional,0,0
Marcelo Camargo,1969-01-26,57,814053725,294.176.538-73,TO,2026-04-15 10:45:14,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Diabetes,137,103,64,18,37.5,91,25.77,90.78,Crise Hipertensiva Severa,1,1
Sr. Vitor Hugo Vargas,1979-02-07,47,215670383,207.815.469-58,PE,2025-11-19 21:27:46,Meios próprios com queixa de crise de ansiedade e palpitação.,Nenhuma,92,68,120,25,36.1,97,50.57,75.98,Mialgia (Dor Muscular),0,0
João Vitor da Rosa,1938-08-10,88,654732103,530.781.469-01,RS,2026-02-26 21:25:26,Encaminhamento via viatura policial (situação de vulnerabilidade).,Asma,127,90,93,17,36.8,100,39.11,0.18,Refluxo Gastroesofágico,0,0
Laís da Luz,1978-11-05,47,301567827,849.260.573-10,PA,2025-11-07 09:09:30,Acompanhada por familiares apresentando dispneia leve.,Nenhuma,80,75,99,10,35.2,100,63.93,45.94,Crise de Ansiedade,0,0
Alexandre Sousa,1992-02-16,34,713028452,749.025.836-74,MT,2025-10-17 00:37:31,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,120,97,103,19,36.9,100,51.44,1.07,Crise de Ansiedade,0,0
Maria Júlia Cunha,1955-05-01,71,276840318,057.812.643-53,AM,2026-05-14 22:21:49,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,157,95,70,17,34.9,89,18.34,28.07,Trauma Físico Severo,1,1
Théo Andrade,1967-02-12,59,203178452,430.956.172-16,MG,2026-07-06 12:11:19,Acompanhada por familiares apresentando dispneia leve.,Asma,101,83,119,10,36.8,99,81.0,43.58,Refluxo Gastroesofágico,0,0
Raquel Araújo,1980-03-08,46,526318077,215.876.409-02,AL,2025-12-19 01:19:11,Trazida pelo resgate (SAMU) com suspeita de síncope.,Asma,103,74,69,10,36.7,90,47.22,89.29,Crise Hipertensiva Severa,1,1
Sr. Raul Farias,1956-10-23,69,051874362,201.438.567-07,GO,2026-01-29 05:42:03,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Hipertensão,135,94,120,22,36.7,93,15.32,65.44,Mialgia (Dor Muscular),0,0
Luiz Gustavo Caldeira,1975-08-22,51,250137689,456.098.712-20,TO,2025-10-05 07:38:03,Acompanhada por familiares apresentando dispneia leve.,Diabetes,89,89,96,14,35.9,100,16.69,36.25,Crise de Ansiedade,0,0
Luiz Fernando Silveira,1936-11-28,89,807136426,218.754.960-76,PI,2026-09-04 16:52:29,Acompanhada por familiares apresentando dispneia leve.,Asma,107,69,40,13,36.9,97,79.7,49.07,Crise de Ansiedade,0,0
Murilo Fogaça,1947-04-15,79,816420373,402.613.798-87,RS,2026-05-17 03:42:43,Trazida pelo resgate (SAMU) com suspeita de síncope.,Doença Cardiovascular,131,60,66,17,36.8,99,70.3,81.74,Refluxo Gastroesofágico,0,0
Carlos Eduardo Lopes,2000-11-09,25,680513747,093.451.268-05,MG,2026-03-01 02:39:28,Encaminhamento via viatura policial (situação de vulnerabilidade).,Diabetes,107,75,40,14,36.3,93,50.65,29.97,Refluxo Gastroesofágico,1,0
Fernanda Barros,1938-06-27,88,723108547,631.258.740-17,RJ,2026-06-02 01:03:54,Trazida pelo resgate (SAMU) com suspeita de síncope.,Diabetes,115,102,114,18,37.0,100,30.61,61.5,Crise de Ansiedade,0,0
Sophie Cassiano,1959-11-19,66,803512764,385.961.702-86,SP,2025-11-21 02:51:35,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,134,97,84,16,36.4,99,46.05,26.22,Crise de Ansiedade,0,0
Camila Mendonça,1938-03-16,88,350681478,396.708.145-10,AM,2026-07-03 17:08:51,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,128,63,40,12,36.9,100,63.65,48.0,Crise de Ansiedade,0,0
Eduardo Vargas,1979-11-28,46,510248767,670.198.354-57,CE,2026-03-06 00:18:40,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,125,62,94,15,36.4,92,87.93,2.47,Infarto Agudo do Miocárdio,1,1
Isis Câmara,1988-12-29,37,730265481,810.296.573-86,RN,2025-11-26 06:20:39,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Nenhuma,113,99,71,20,36.7,100,55.59,85.23,Crise de Ansiedade,0,0
Maria Laura Freitas,1984-01-29,42,320485675,296.815.034-06,AL,2025-10-02 14:45:34,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,127,62,47,18,37.0,95,27.67,4.83,Mialgia (Dor Muscular),0,0
Luiz Otávio Lima,1975-04-26,51,240386759,497.015.263-25,PA,2026-09-08 07:01:28,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Doença Cardiovascular,117,87,126,17,36.2,94,4.27,22.44,Refluxo Gastroesofágico,0,0
Vitor Gabriel da Mata,2006-11-27,19,563214806,216.743.085-07,MT,2025-12-17 16:38:53,Trazida pelo resgate (SAMU) com suspeita de síncope.,Nenhuma,129,70,87,27,35.5,99,17.55,33.35,Mialgia (Dor Muscular),0,0
Pedro Lucas Ribeiro,1979-05-27,47,361542781,536.790.124-70,RR,2026-07-27 21:42:41,Meios próprios com queixa de crise de ansiedade e palpitação.,Asma,110,104,77,21,36.7,99,65.02,62.52,Refluxo Gastroesofágico,0,0
Elisa Carvalho,1986-03-15,40,384062751,847.935.610-39,PI,2026-07-04 18:19:35,Chegou ao pronto-socorro por meios próprios devido à dor torácica aguda.,Asma,116,68,75,22,37.5,93,16.04,72.0,Crise de Ansiedade,0,0
Dr. André Fogaça,1972-10-07,54,086427131,108.549.627-94,CE,2026-09-19 09:13:23,Acompanhada por familiares apresentando dispneia leve.,Doença Cardiovascular,100,97,47,17,36.7,100,48.15,8.05,Mialgia (Dor Muscular),0,0
Srta. Brenda Correia,1957-01-13,69,672058145,076.123.894-87,PI,2026-05-01 04:05:20,Meios próprios com queixa de crise de ansiedade e palpitação.,Hipertensão,119,82,52,19,36.8,100,69.9,4.35,Refluxo Gastroesofágico,0,0
Asafe Carvalho,1945-03-21,81,143207684,956.142.073-25,CE,2026-03-29 16:22:05,Encaminhamento via viatura policial (situação de vulnerabilidade).,Nenhuma,103,83,117,15,36.5,99,30.82,79.9,Cefaleia Tensional,0,0
Mariah Souza,2000-02-25,26,584723611,582.604.937-56,AM,2026-09-18 16:06:19,Trazida pelo resgate (SAMU) com suspeita de síncope.,Hipertensão,97,50,73,21,37.1,98,66.91,71.22,Refluxo Gastroesofágico,0,0
Sr. Enrico Rios,1960-05-19,66,207465381,368.924.057-38,AM,2025-10-21 06:55:13,Encaminhamento via viatura policial (situação de vulnerabilidade).,Hipertensão,125,46,85,17,36.4,98,58.11,83.16,Mialgia (Dor Muscular),0,0
